-0.0012369893	0.004136591	-0.008412755	-0.008531024	-0.0061609726	-0.015194242	0.0154377455	-0.0120302765	0.019325525	0.00076867046	0.02964571	0.004478505	0.008346934	0.039281595	-0.020472264	0.010298745
-0.04056663	-0.024201242	0.020007195	-0.024782967	-0.03160556	-0.037664104	-0.020189513	-0.044087816	0.0045447145	0.04519818	0.038059212	-0.060811028	0.02531081	0.015141465	-0.049818117	0.034140926
-0.040911928	-0.08215109	0.0015271064	-0.058287576	-0.030160343	0.003071807	-0.020776661	-0.011241413	0.021604227	0.055470474	0.04983366	-0.024290565	0.01688751	0.019329835	-0.0038287835	0.06741933
-0.023835763	-0.054533612	0.015129683	0.0065846303	-0.023032447	-0.0031824447	0.028296443	-0.017507939	-0.021260515	0.0048354156	-0.005818147	0.0043467293	-0.001361593	-0.027464801	0.00023763813	0.030193962
0.02918011	-0.02083744	0.013946342	0.037050992	-0.03942141	-0.015747389	-0.048043113	-0.0036229398	-0.0022809382	-0.04817264	0.008065859	0.022866892	0.019195653	-0.0128838755	-0.0055393465	-0.021789193
0.005085544	-0.020570291	0.0060363007	-0.009057205	-0.002288144	-0.005047531	0.007334451	-0.027336134	0.039813347	0.015197377	0.024848128	0.04051889	0.06661166	-0.018521182	-0.045015007	0.031544507
-0.04704338	-0.023047442	-0.019937076	-0.017911451	-0.017298859	0.017772675	-0.00033717928	-0.021468706	-0.03537915	0.015114597	0.02674868	-0.01787789	0.033996735	0.029182283	0.011095469	0.008443484
-0.016798714	0.00963091	0.040662363	0.04377758	0.0042665387	-0.056912534	-0.01556038	0.014964697	0.019641884	0.007135745	0.0084281415	0.0064446717	-0.04893551	0.044901174	0.005164677	-0.032293692
-0.039077103	0.0001642394	0.002304854	0.0034066888	0.024282563	0.012000437	0.005758481	-0.020823585	0.021486454	0.018103244	0.03409249	-0.041433997	0.02721555	0.05349344	0.012257137	0.01995077
-0.07444891	-0.039485447	0.045586836	-0.10195092	-0.079768665	-0.035346776	-0.042397078	-0.019612312	-0.0140230395	0.043084703	0.0739735	-0.034233715	-0.056797154	0.04546326	-0.014505086	0.07592085
-0.0030795247	-0.022262787	0.0037918352	-0.013048227	-0.0083342865	-0.058552198	-0.03265376	-0.049417146	-0.0824204	0.03192807	0.008439962	-0.0041615735	-0.005288649	0.05761339	-0.023405807	0.06907717
-0.030830123	-0.029246446	0.046059985	0.0048629125	-0.0016187993	0.03223767	0.00038468986	-0.02329678	0.0046200408	0.0413463	0.033145484	-0.05318864	-0.016785719	0.028003113	-0.038241234	0.040333092
-0.057687994	-0.030813865	-0.0051253443	-0.03612156	0.020228777	-0.05229497	0.036360603	0.008584009	-0.015332906	-0.0034130483	0.042370647	-0.012681838	0.06489543	-0.050215133	0.0038157485	0.027660402
0.025288317	0.021464074	0.01923756	0.047444098	0.054815836	-0.041703694	0.02817611	-0.04060526	0.029874053	-0.048926506	-0.03840557	-0.0305914	0.0052823056	-0.056245264	0.05074687	-0.09986395
-0.04164163	-0.07287903	-0.05297426	-0.01433516	-0.028203515	-0.013120297	0.011485897	-0.013992933	-0.042995844	0.012634215	0.060515493	-0.03124444	-0.036223646	0.050605547	-0.07427053	0.09078493
0.049931675	0.046119906	0.013439515	-0.0068798205	0.02788988	9.573305e-05	-0.001099672	0.06495558	-0.014659683	-0.035066046	0.016198175	0.07421748	0.0008603785	-0.01661555	0.047150765	0.052014053
-0.052995887	-0.029530337	0.06024511	0.029814731	0.061514977	0.03003133	0.01746078	0.036266025	-0.024060415	-0.024599653	0.0075914315	-0.018046604	-0.038421642	0.0108491825	0.012946296	-0.011580609
-0.018873725	0.011822968	0.00026660046	0.027051976	-0.014321387	0.009572448	0.003253365	-0.011823843	-0.0341093	0.02855597	0.018934911	0.05901205	-0.032580752	-0.002199043	0.027217323	-0.035624206
0.008874882	0.031069146	-0.018943777	0.059965257	-0.07525584	-0.048329346	-0.028260585	-0.031663503	-0.04091721	-0.0022508497	0.02830926	0.034256488	0.0618099	-0.04450145	-0.0534657	0.008610407
-0.035961214	0.013345427	0.086957745	-0.046332836	-0.03447091	-0.02537316	-0.023274971	0.0087173125	-0.023149265	0.02045286	0.031726215	0.0554067	-0.039748915	0.0059186458	-0.09805852	0.07005481
-0.03358822	-0.05349934	0.070576414	0.02550986	0.032185245	0.054964412	-0.013816859	0.019326307	0.043666318	-0.03305893	0.0077318978	-0.02613805	-0.039149854	-0.033391006	0.009743862	0.055269595
